nMachines = 3;
nJobs = 20;
p = [
[0,0,0]
[64, 71, 134]
[50, 57, 145]
[60, 95, 85]
[90, 145, 137]
[97, 91, 82]
[72, 98, 123]
[123, 147, 62]
[96, 135, 79]
[58, 144, 89]
[81, 102, 110]
[73, 73, 132]
[91, 60, 93]
[62, 116, 146]
[111, 92, 121]
[131, 90, 56]
[104, 122, 103]
[56, 119, 66]
[136, 118, 86]
[88, 80, 136]
[73, 139, 146]
];
s = [
[
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
]
[
[0,0,0]
[0,0,0]
[27,23,24]
[19,25,26]
[29,19,18]
[26,20,30]
[25,17,19]
[30,28,23]
[25,16,17]
[32,27,17]
[17,24,17]
[28,23,31]
[22,16,30]
[26,28,25]
[18,28,18]
[26,28,29]
[22,20,16]
[20,21,23]
[19,19,29]
[22,26,24]
[31,27,23]
]
[
[0,0,0]
[24,20,26]
[0,0,0]
[17,26,29]
[32,26,19]
[31,16,24]
[30,23,26]
[31,30,23]
[17,25,19]
[32,16,23]
[29,23,27]
[16,28,24]
[29,27,22]
[21,30,26]
[22,32,21]
[30,21,21]
[31,17,21]
[24,32,27]
[25,28,26]
[25,24,24]
[23,19,25]
]
[
[0,0,0]
[19,28,31]
[22,26,21]
[0,0,0]
[28,32,31]
[30,24,17]
[21,18,19]
[28,30,28]
[17,20,16]
[28,31,20]
[17,29,28]
[27,28,31]
[17,25,21]
[32,28,31]
[17,27,20]
[32,23,17]
[27,28,19]
[19,17,25]
[28,18,29]
[23,22,22]
[28,17,17]
]
[
[0,0,0]
[16,28,18]
[20,32,32]
[22,28,29]
[0,0,0]
[23,27,21]
[32,29,16]
[22,21,27]
[27,32,32]
[29,16,27]
[22,25,27]
[31,18,22]
[31,25,17]
[21,21,22]
[20,21,30]
[19,21,28]
[17,17,25]
[25,23,20]
[32,19,28]
[27,21,21]
[23,27,17]
]
[
[0,0,0]
[16,17,27]
[26,22,27]
[29,24,32]
[20,29,20]
[0,0,0]
[21,30,21]
[19,32,21]
[16,24,29]
[30,26,24]
[23,22,31]
[20,19,32]
[27,17,32]
[16,30,23]
[23,28,19]
[28,23,20]
[17,22,28]
[29,26,18]
[25,26,20]
[31,26,26]
[32,17,32]
]
[
[0,0,0]
[29,28,26]
[17,24,20]
[16,20,21]
[17,27,32]
[19,28,29]
[0,0,0]
[23,26,29]
[19,19,32]
[27,28,32]
[32,26,18]
[23,31,25]
[24,30,29]
[18,20,19]
[19,23,17]
[29,24,21]
[21,23,28]
[17,27,27]
[21,26,19]
[29,21,23]
[27,32,26]
]
[
[0,0,0]
[22,28,23]
[24,31,26]
[17,22,32]
[30,22,29]
[26,32,32]
[18,29,20]
[0,0,0]
[29,21,25]
[30,20,19]
[19,30,20]
[32,21,26]
[23,30,31]
[27,25,29]
[32,26,28]
[31,22,23]
[19,29,25]
[19,29,32]
[21,31,31]
