nMachines = 3;
nJobs = 20;
p = [
[0,0,0]
[116, 139, 67]
[62, 50, 111]
[90, 53, 89]
[71, 111, 112]
[112, 117, 83]
[121, 94, 56]
[149, 131, 146]
[59, 146, 71]
[67, 73, 62]
[67, 103, 120]
[55, 63, 111]
[89, 116, 133]
[96, 54, 72]
[58, 72, 114]
[83, 92, 113]
[127, 141, 58]
[50, 58, 100]
[140, 113, 102]
[149, 82, 66]
[145, 149, 75]
];
s = [
[
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
]
[
[0,0,0]
[0,0,0]
[27,30,25]
[25,17,20]
[17,26,31]
[27,31,18]
[19,20,18]
[24,30,28]
[19,29,21]
[26,29,16]
[23,27,21]
[18,29,27]
[20,26,20]
[18,21,16]
[20,29,16]
[30,26,26]
[23,28,26]
[28,29,21]
[23,25,30]
[27,26,30]
[29,26,21]
]
[
[0,0,0]
[26,16,29]
[0,0,0]
[27,25,18]
[24,31,16]
[27,24,23]
[16,25,31]
[29,30,27]
[24,18,27]
[27,31,20]
[21,26,24]
[30,26,18]
[29,16,25]
[17,19,23]
[20,22,24]
[20,26,16]
[23,22,18]
[20,22,31]
[19,28,23]
[20,21,28]
[23,23,24]
]
[
[0,0,0]
[16,25,27]
[31,29,28]
[0,0,0]
[17,19,16]
[17,24,19]
[24,16,20]
[29,27,21]
[26,17,24]
[20,18,23]
[18,16,26]
[24,21,21]
[21,27,24]
[27,29,30]
[26,23,16]
[19,21,16]
[19,29,16]
[30,27,21]
[22,18,17]
[23,30,18]
[27,22,26]
]
[
[0,0,0]
[23,23,21]
[25,29,25]
[22,25,18]
[0,0,0]
[18,20,24]
[17,30,17]
[20,29,25]
[24,21,28]
[31,22,22]
[23,19,16]
[23,27,20]
[28,22,25]
[23,27,26]
[29,27,28]
[18,28,22]
[25,28,24]
[22,28,19]
[26,18,18]
[18,27,22]
[24,15,24]
]
[
[0,0,0]
[23,27,21]
[18,27,17]
[28,17,18]
[31,29,16]
[0,0,0]
[18,16,27]
[16,25,23]
[30,29,20]
[21,25,17]
[20,25,28]
[24,27,22]
[18,25,21]
[19,18,24]
[26,22,18]
[18,17,17]
[19,20,27]
[18,17,16]
[27,25,21]
[24,16,20]
[23,25,27]
]
[
[0,0,0]
[30,19,17]
[16,21,27]
[16,31,29]
[25,24,24]
[31,25,20]
[0,0,0]
[15,17,26]
[22,20,21]
[16,17,29]
[23,19,16]
[23,17,28]
[29,27,30]
[30,24,18]
[30,19,31]
[17,18,30]
[23,19,28]
[28,23,17]
[28,27,30]
[16,19,18]
[15,21,26]
]
[
[0,0,0]
[19,31,23]
[24,17,30]
[22,16,28]
[19,30,20]
[26,26,31]
[22,20,24]
[0,0,0]
[24,19,18]
[26,28,16]
[26,26,16]
[28,28,20]
[24,28,16]
[25,19,30]
[29,20,28]
[26,25,16]
[18,20,19]
[31,23,26]
[31,22,21]
[21,19,30]
[30,22,29]
]
[
[0,0,0]
[18,29,24]
[25,25,28]
[29,18,17]
[22,16,29]
[18,24,25]
[24,22,24]
[24,26,28]
[0,0,0]
[25,20,20]
[29,21,17]
[29,19,30]
[22,18,20]
[21,24,24]
[27,30,31]
[20,23,20]
[16,24,29]
[20,26,28]
[28,20,31]
[28,30,18]
[25,23,19]
]
[
[0,0,0]
[25,31,21]
[18,28,22]
[16,25,16]
[22,31,30]
[16,22,23]
[18,31,22]
[30,29,27]
[20,17,27]
[0,0,0]
[17,31,26]
[23,18,30]
[24,31,28]
[26,19,28]
[20,21,27]
[22,16,21]
[23,30,24]
[28,28,22]
[24,23,31]
[23,16,25]
[21,18,29]
]
[
[0,0,0]
[26,24,22]
[31,31,25]
[31,22,25]
[25,31,20]
[28,28,16]
[16,18,31]
[31,29,27]
[18,17,24]
[23,22,16]
[0,0,0]
[29,15,27]
[18,17,29]
[28,29,19]
[26,20,30]
[29,25,25]
[24,24,30]
[18,30,26]
[25,22,29]
[30,28,17]
[24,23,18]
]
[
[0,0,0]
[16,22,24]
[20,24,18]
[23,28,25]
[24,20,24]
[30,22,18]
[24,23,23]
[17,21,29]
[22,25,16]
[31,21,28]
[24,24,19]
[0,0,0]
[26,24,22]
[30,24,19]
[21,26,24]
[16,19,28]
[18,16,23]
[16,21,28]
[20,24,22]
[23,16,29]
[24,17,19]
]
[
[0,0,0]
[28,29,17]
[30,19,21]
[16,17,16]
[19,23,31]
[26,23,16]
[25,20,24]
[19,19,17]
[20,20,18]
[21,26,29]
[28,31,28]
[25,25,16]
[0,0,0]
[27,21,21]
[23,20,28]
[23,17,26]
[21,29,31]
[29,24,27]
[19,24,27]
[21,22,22]
[28,28,21]
]
[
[0,0,0]
[27,29,26]
[27,19,16]
[22,16,17]
[18,18,16]
[31,29,16]
[31,26,30]
[17,20,21]
[20,20,23]
[26,18,19]
[18,25,17]
[25,21,21]
[30,16,18]
[0,0,0]
[24,16,24]
[18,18,17]
[17,31,28]
[29,20,21]
[26,29,27]
[18,17,18]
[19,19,17]
]
[
[0,0,0]
[25,27,16]
[28,25,30]
[20,22,20]
[30,19,31]
[29,30,29]
[16,25,28]
[25,16,19]
[21,26,23]
[29,26,29]
[20,24,16]
[16,27,19]
[23,16,16]
[30,25,31]
[0,0,0]
[25,19,22]
[19,20,22]
[31,19,21]
[29,23,23]
[27,22,27]
[27,16,28]
]
[
[0,0,0]
[23,27,26]
[25,20,19]
[16,31,28]
[24,28,20]
[18,27,28]
[19,22,30]
[28,22,23]
[15,29,19]
[17,20,31]
[23,26,30]
[17,23,29]
[23,28,16]
[25,30,16]
[30,19,18]
[0,0,0]
[22,28,26]
[24,30,23]
[17,27,22]
[27,24,24]
[30,31,18]
]
[
[0,0,0]
[27,22,23]
[16,27,16]
[26,27,22]
[28,29,22]
[23,29,17]
[20,20,28]
[28,26,24]
[17,27,29]
[18,30,24]
[23,28,29]
[29,26,22]
[26,20,31]
[15,28,29]
[20,23,17]
[20,19,24]
[0,0,0]
[17,27,19]
[24,19,18]
[26,25,26]
[26,16,19]
]
[
[0,0,0]
[22,18,16]
[19,30,30]
[16,26,17]
[28,21,28]
[17,20,25]
[20,23,19]
[27,30,16]
[24,23,30]
[20,20,17]
[26,30,27]
[28,25,20]
[17,18,17]
[19,23,20]
[16,22,30]
[25,29,18]
[29,19,28]
[0,0,0]
[16,16,22]
[27,25,19]
[28,26,26]
]
[
[0,0,0]
[26,28,16]
[27,23,21]
[22,20,25]
[24,22,31]
[21,28,27]
[18,29,28]
[26,25,17]
[31,21,22]
[17,26,28]
[29,20,19]
[21,27,19]
[31,25,25]
[30,17,22]
[23,16,20]
