nMachines = 3;
nJobs = 20;
p = [
[0,0,0]
[73, 111, 87]
[102, 134, 100]
[107, 144, 88]
[96, 80, 130]
[135, 105, 59]
[95, 125, 125]
[108, 69, 76]
[101, 140, 148]
[149, 104, 123]
[135, 137, 118]
[81, 138, 51]
[113, 73, 122]
[111, 145, 135]
[122, 94, 149]
[101, 77, 72]
[66, 86, 138]
[50, 72, 81]
[100, 107, 120]
[147, 134, 107]
[61, 68, 106]
];
s = [
[
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
]
[
[0,0,0]
[0,0,0]
[20,24,21]
[33,34,22]
[18,30,23]
[18,25,35]
[30,21,24]
[26,30,18]
[29,26,24]
[18,27,31]
[34,19,24]
[18,25,22]
[32,24,19]
[30,24,30]
[25,34,28]
[30,17,27]
[33,24,20]
[25,19,24]
[28,34,27]
[31,34,32]
[27,25,18]
]
[
[0,0,0]
[23,22,27]
[0,0,0]
[31,23,33]
[26,30,31]
[35,28,30]
[28,31,21]
[23,21,26]
[21,27,33]
[24,26,30]
[21,27,17]
[17,33,34]
[27,26,23]
[20,18,23]
[34,30,32]
[22,19,18]
[31,25,26]
[30,17,18]
[34,28,23]
[30,32,18]
[17,28,22]
]
[
[0,0,0]
[30,34,19]
[21,20,20]
[0,0,0]
[21,31,32]
[17,18,19]
[17,28,32]
[27,28,29]
[20,31,20]
[22,34,31]
[29,17,31]
[26,33,25]
[33,30,29]
[19,30,19]
[22,23,20]
[33,34,32]
[23,24,18]
[29,24,32]
[31,29,25]
[30,30,31]
[34,20,24]
]
[
[0,0,0]
[32,30,20]
[26,22,22]
[22,22,21]
[0,0,0]
[29,27,21]
[27,18,22]
[26,20,32]
[21,19,27]
[23,31,23]
[32,24,31]
[26,22,19]
[21,19,25]
[33,25,19]
[30,24,22]
[34,25,18]
[23,24,20]
[18,34,22]
[28,22,28]
[30,26,32]
[26,35,27]
]
[
[0,0,0]
[24,32,29]
[23,27,22]
[26,19,31]
[21,33,19]
[0,0,0]
[21,21,18]
[33,26,20]
[24,25,19]
[31,30,20]
[18,18,35]
[20,29,27]
[20,33,19]
[31,34,33]
[28,29,30]
[17,23,19]
[25,28,28]
[34,31,26]
[33,18,25]
[29,25,35]
[26,18,18]
]
[
[0,0,0]
[25,24,25]
[24,25,27]
[34,29,26]
[28,22,25]
[22,23,18]
[0,0,0]
[21,30,27]
[27,22,27]
[24,21,28]
[25,34,25]
[19,22,33]
[28,27,20]
[23,29,22]
[29,18,21]
[26,20,34]
[19,33,19]
[21,18,18]
[24,33,26]
[34,22,22]
[20,22,26]
]
[
[0,0,0]
[24,29,20]
[22,24,34]
[26,32,25]
[21,26,31]
[34,26,20]
[29,21,30]
[0,0,0]
[21,24,22]
[34,30,19]
[28,27,29]
[24,17,19]
[33,27,27]
[30,31,20]
[27,19,29]
[28,22,24]
[28,23,24]
[27,32,20]
[23,21,26]
[18,21,19]
[21,23,23]
]
[
[0,0,0]
[19,33,25]
[19,23,25]
[26,23,17]
[28,22,27]
[31,34,33]
[31,25,25]
[20,30,23]
[0,0,0]
[19,21,34]
[31,34,32]
[28,25,30]
[30,32,17]
[20,34,31]
[27,29,23]
[30,17,34]
[23,35,31]
[21,23,25]
[22,26,26]
[22,34,26]
[34,32,34]
]
[
[0,0,0]
[24,25,34]
[18,34,23]
[22,17,18]
[30,25,21]
[19,25,33]
