nMachines = 3;
nJobs = 20;
p = [
[0,0,0]
[82, 121, 132]
[54, 87, 124]
[88, 82, 114]
[64, 148, 92]
[114, 86, 132]
[145, 71, 140]
[119, 139, 107]
[102, 129, 133]
[57, 95, 107]
[60, 143, 63]
[102, 141, 93]
[56, 99, 115]
[94, 122, 99]
[144, 129, 143]
[110, 53, 73]
[117, 136, 104]
[77, 118, 114]
[88, 95, 57]
[125, 84, 95]
[103, 133, 131]
];
s = [
[
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
]
[
[0,0,0]
[0,0,0]
[24,34,30]
[21,33,23]
[18,23,20]
[22,23,24]
[22,25,26]
[19,27,19]
[23,28,33]
[17,32,24]
[29,23,28]
[20,32,33]
[24,22,27]
[20,28,24]
[18,22,28]
[19,27,20]
[28,20,22]
[19,21,34]
[19,26,20]
[22,33,20]
[24,31,29]
]
[
[0,0,0]
[29,34,23]
[0,0,0]
[22,28,32]
[33,34,33]
[22,26,23]
[30,26,28]
[24,25,22]
[30,28,32]
[29,23,24]
[34,22,28]
[33,32,29]
[27,34,33]
[21,28,20]
[33,25,28]
[31,31,19]
[17,28,33]
[18,24,22]
[32,17,18]
[31,18,25]
[23,32,33]
]
[
[0,0,0]
[33,21,21]
[25,28,27]
[0,0,0]
[31,18,20]
[30,32,21]
[20,29,33]
[23,27,32]
[29,19,28]
[22,34,30]
[28,31,21]
[18,26,21]
[31,27,27]
[25,24,29]
[30,28,27]
[33,25,23]
[27,33,23]
[18,29,23]
[18,25,34]
[19,22,18]
[18,28,22]
]
[
[0,0,0]
[27,17,27]
[21,33,21]
[17,30,21]
[0,0,0]
[29,21,20]
[18,33,20]
[26,23,24]
[32,19,21]
[34,21,30]
[21,19,24]
[22,29,20]
[33,22,26]
[32,22,20]
[31,25,29]
[33,20,17]
[31,18,24]
[26,26,22]
[28,17,20]
[33,19,18]
[24,31,24]
]
[
[0,0,0]
[31,32,17]
[19,23,32]
[27,21,21]
[29,29,25]
[0,0,0]
[27,30,34]
[28,23,17]
[32,34,29]
[17,29,24]
[33,27,29]
[29,26,26]
[20,28,22]
[29,34,30]
[30,21,27]
[33,22,29]
[24,27,31]
[21,29,33]
[23,20,28]
[23,34,21]
[30,18,30]
]
[
[0,0,0]
[32,27,19]
[28,22,17]
[33,30,20]
[21,30,19]
[21,24,31]
[0,0,0]
[26,23,27]
[21,23,33]
[29,30,29]
[33,27,30]
[32,26,32]
[20,18,20]
[26,27,25]
[34,33,18]
[23,17,29]
[26,29,23]
[26,22,29]
[25,29,27]
[23,23,23]
[33,17,23]
]
[
[0,0,0]
[21,29,31]
[19,27,25]
[25,30,18]
[20,33,33]
[18,18,18]
[18,29,21]
[0,0,0]
[20,21,23]
[20,22,25]
[21,27,30]
[26,33,30]
[22,29,21]
[30,33,27]
[32,28,34]
[32,27,29]
[24,24,24]
[32,17,28]
[26,23,33]
[21,26,24]
[33,23,28]
]
[
[0,0,0]
[23,31,22]
[29,26,19]
[21,31,23]
[24,34,18]
[31,28,27]
[27,25,28]
[32,34,18]
[0,0,0]
[17,23,32]
[34,19,31]
