nMachines = 3;
nJobs = 20;
p = [
[0,0,0]
[130, 50, 124]
[52, 75, 145]
[98, 140, 93]
[93, 127, 99]
[106, 50, 136]
[53, 87, 143]
[125, 117, 54]
[86, 80, 130]
[77, 145, 115]
[82, 107, 90]
[96, 90, 103]
[87, 148, 79]
[104, 57, 121]
[74, 140, 66]
[140, 129, 72]
[126, 130, 147]
[135, 125, 129]
[107, 116, 56]
[113, 56, 52]
[125, 126, 112]
];
s = [
[
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
[0,0,0]
]
[
[0,0,0]
[0,0,0]
[28,25,18]
[18,29,25]
[19,28,18]
[30,25,21]
[32,23,33]
[28,21,26]
[26,29,32]
[30,18,25]
[33,29,23]
[29,18,21]
[25,20,22]
[30,22,20]
[25,29,26]
[28,23,27]
[20,27,18]
[28,24,27]
[17,30,24]
[17,24,32]
[20,29,17]
]
[
[0,0,0]
[19,33,32]
[0,0,0]
[28,28,17]
[27,28,26]
[22,32,17]
[28,30,27]
[30,26,20]
[26,22,26]
[30,29,21]
[33,32,28]
[23,23,21]
[22,29,25]
[23,31,30]
[25,23,19]
[23,26,30]
[34,27,30]
[29,20,34]
[23,22,29]
[24,29,32]
[28,27,23]
]
[
[0,0,0]
[22,18,31]
[20,22,34]
[0,0,0]
[28,22,31]
[21,29,24]
[24,18,23]
[22,19,29]
[30,31,18]
[33,27,33]
[31,28,25]
[18,22,17]
[24,33,20]
[32,22,24]
[24,28,26]
[18,20,33]
[19,20,24]
[29,23,25]
[29,32,18]
[26,24,26]
[18,26,17]
]
[
[0,0,0]
[31,29,21]
[23,31,27]
[32,26,25]
[0,0,0]
[30,33,24]
[24,31,19]
[19,23,27]
[21,30,32]
[20,17,32]
[28,23,25]
[25,19,32]
[19,18,32]
[27,32,17]
[19,25,32]
[27,18,32]
[30,23,20]
[22,22,30]
[27,29,21]
[21,33,31]
[30,20,32]
]
[
[0,0,0]
[30,34,17]
[26,29,33]
[31,22,27]
[19,31,18]
[0,0,0]
[21,34,31]
[26,19,19]
[32,20,31]
[24,22,21]
[25,29,19]
[25,24,21]
[26,28,27]
[19,32,31]
[25,20,17]
[19,19,18]
[31,18,18]
[19,19,25]
[28,22,18]
[24,28,26]
[30,29,24]
]
[
[0,0,0]
[32,27,25]
[28,23,19]
[18,19,32]
[21,31,20]
[32,32,32]
[0,0,0]
[17,30,29]
[28,18,23]
[23,29,25]
[18,24,25]
[32,31,27]
[18,29,26]
[28,28,18]
[19,27,17]
[26,28,25]
[19,33,23]
[33,26,18]
[18,31,28]
[27,25,19]
[32,32,25]
]
[
[0,0,0]
[28,23,25]
[30,29,24]
[25,23,22]
[30,22,21]
[29,18,27]
[31,23,22]
[0,0,0]
[29,18,19]
[25,20,24]
[18,30,28]
[34,21,24]
[29,26,18]
[32,29,20]
[32,19,26]
[22,28,26]
[23,22,29]
[20,31,27]
[32,31,26]
[24,28,34]
[22,22,17]
]
[
[0,0,0]
[30,17,18]
[20,21,31]
[20,33,18]
[31,21,22]
[32,22,20]
[30,24,31]
[21,27,19]
[0,0,0]
[24,20,20]
[26,25,33]
[31,27,18]
[22,20,23]
[21,18,20]
[21,24,18]
[27,24,29]
[17,22,33]
[33,22,23]
[19,32,23]
[26,27,25]
[29,21,28]
]
[
[0,0,0]
[21,28,30]
